Mode,Avg_Time,Avg_Ratio,Avg_Phi
Greedy_Baseline,0.0061359405517578125,1.5548434026986033,5.889672046821845
Hybrid_Full,0.026476317492779344,1.5193181659515538,6.719752788303924
Hybrid_LP_Skip,0.008166927401907742,2.036840494762816,7.968347874829698
Hybrid_NoLS,0.0247482649050653,1.5444346668032836,6.785569933338976
Hybrid_PD_Balanced,0.003561543195974082,1.5187121739763885,5.394101361970065
Hybrid_PD_Fast,0.0017303104978054762,1.905514263118126,6.170769680143472
Hybrid_Trials20,0.037422325392253694,1.4880534869733633,6.8050804586910845
